Select,Motivation_Statement,Motivation_Type,Description,Underlying_Need_Or_Desire,Strength_Or_Importance_Indication,Source_Document_Reference,Evidence_Snippets,Keywords
true,To improve skin appearance and address specific concerns like dark circles and puffiness.,Functional,"Users seek targeted skincare solutions to combat signs of fatigue, aging, and skin imperfections to look refreshed and youthful.","Efficiency in skincare, relief from skin frustrations, and improved self-image.",Strong driver influencing product choices and routines.,Any suggestions for dark circles and puffy eyes ?,"['Your skin is absolutely gorgeous. Botox could not give anyone that glow!', 'You are seriously glowing + absolutely stunning!', 'GLOW✨']","['dark circles', 'puffiness', 'skincare']"
true,"To participate in eco-friendly, sustainable beauty routines.",Emotional,"Users are motivated by environmental concerns and a desire to reduce their ecological footprint by choosing cruelty-free, vegan, and eco-conscious products.",Belonging to a community that values sustainability and environmental responsibility.,Important for eco-conscious consumers.,The art of intention meets the science of scent,"['Vegan, and crafted with only the purest therapeutic-grade essential oils.', 'Water-based, vegan, and cruelty-free.', 'Conscious beauty.']","['vegan', 'cruelty-free', 'sustainable']"
true,To confidently express personal style and uniqueness through makeup and skincare.,Social,"Users want to stand out, showcase their personality, and be recognized for their individual beauty and style choices.","Self-expression, social recognition, and belonging.",Significant motivator for makeup and style routines.,all summer long #babydoll #summermakeup,"['all summer long #babydoll #summermakeup', 'cute and stylish looks for summer.', 'expressing personality through makeup.']","['style', 'self-expression', 'summer']"
true,"To ensure my skincare and beauty products are safe, tested, and effective.",Functional,"Users prioritize products that are scientifically validated, stable, and proven to work, avoiding untested DIY or homemade solutions.","Security, reliability, and trust in product efficacy.",Major factor influencing product selection.,Homemade sunscreen that is non-taxed water proof,"['Store-bought sunscreens go through strict testing.', ""Your ingredients... don't do that. You don't know how long your compound is stable for."", 'Traditional sunscreens go through rigorous testing.']","['tested', 'reliable', 'efficacy']"
true,To live a sustainable and eco-friendly lifestyle.,Emotional/Social,"Users are motivated by a desire to contribute to environmental conservation, reduce plastic waste, and support brands that prioritize sustainability, reflecting a need for responsibility and positive social impact.",Security and belonging through responsible consumption and environmental contribution.,Critical driver for environmentally conscious users.,post_id=3681884262915732970,"['Sustainability isn’t a trend — it’s a responsibility, and @earthharbor makes it easy to stick to it', 'Each bottle supports ocean cleanups and looks absolutely beautiful on my shelf', 'Let’s choose small actions that make a real impact']","['sustainability', 'eco-friendly', 'recycled packaging', 'ocean cleanup', 'conscious consumption']"
true,"To achieve healthier, stronger hair through scalp care.",Functional,"Users are driven by the goal of improving hair health by focusing on scalp wellness, using non-toxic, clean haircare products to enhance the appearance and quality of their hair.",Efficiency and health in personal grooming.,"Strong motivator, especially for users experiencing hair or scalp issues.",post_id=3692593523695535864,"['hair transformation is proof that healthy hair starts with a healthy scalp', 'Thanks to consistent use of clean, non-toxic haircare focused on scalp wellness', 'her strands are thriving like never before']","['hair health', 'scalp care', 'clean beauty', 'non-toxic', 'hair transformation']"
true,To avoid exposure to harmful chemicals in personal care products.,Emotional/Safety,"Users are motivated by the desire to protect themselves and their families from chemicals and toxins found in conventional shampoos and body washes, seeking safer, natural alternatives.",Safety and security for health.,Critical for health-conscious consumers and those with sensitive skin.,post_id=3674890090444299551,"['Δηλητήριο: σαμπουάν και αφρόλουτρα ξέρεις τι χημικές ουσίες περιέχουν μέσα;', 'Πρέπει να διαβάζουμε προσεχτικά τις ετικέτες με τα συστατικά των προϊόντων', 'Προϊόντα με φυσικά καταριστικά όπως άλλο ευέρα, κόκονάτσες, εσέντια όλες']","['chemical-free', 'natural ingredients', 'safety', 'toxin avoidance', 'healthy products']"
true,"To feel confident and look good with natural, safe skincare and haircare products.",Emotional/Social,"Users seek to enhance their appearance and self-confidence by using products that are effective yet safe, aligning with their values of naturalness and health.",Belonging and self-esteem.,"Major motivation, particularly among those concerned about product safety and appearance.",post_id=3677605836621029580,"['Clean Beauty products thats Cruelty Free', 'Natural and makes you feel confident', 'Always should read labels and choose natural products']","['confidence', 'natural beauty', 'cruelty-free', 'self-esteem', 'safe products']"
true,"To maintain healthy, chemical-free hair and skin for overall well-being.",Functional,"Users are motivated by the desire to care for their body with products free from harmful chemicals, promoting long-term health and wellness.","Health, security, and control over personal care choices.","Highly important, especially for users with sensitivities or health concerns.",post_id=3692547397608831298,"['Say goodbye to buildup and hello to bounce with the Renew & Replenish Clarifying Duo', 'Detoxes the scalp, purifies strands, and restores balance — without stripping your hair’s natural moisture', 'Infused with probiotics, peptides, eucalyptus & rosemary']","['chemical-free', 'detox', 'scalp health', 'natural ingredients', 'long-term health']"
true,To find and use effective natural products for hair and body care.,Functional,"Users are motivated by the search for authentic, natural, and effective alternatives to conventional personal care products, often crafting their own or seeking brands that emphasize purity.",Efficiency and control over product ingredients.,Strong for eco-conscious and health-focused consumers.,comments in various posts mentioning homemade or natural products,"['Αγοράζω πρώτες ύλες και φτιάχνω μόνη μου τα σαμπουάν μου', 'Φυσικά δεν είναι τοσο λεια αλλα μου φτανει που ειναι υγιεινα', 'Χρησιμοποιώ το πράσινο σαπούνι για πρόσωπο σώμα']","['natural recipes', 'homemade products', 'organic ingredients', 'pure', 'DIY']"
true,To ensure a healthy pregnancy and postpartum experience,Functional,"The user is focused on health-related preparations such as pelvic floor therapy, choosing complete prenatals, and monitoring fetal activity, driven by the need for physical well-being and a safe delivery.","Security, health, and control over pregnancy outcomes",Critical,transcript (ID: 3692351815694376736),"[""I'm going to pelvic floor therapy and that was just super helpful"", ""switching to needed prenatals because they're just more complete"", 'spending more time counting kicks this time']","['pregnancy', 'health', 'wellness', 'safety', 'monitoring']"
true,To feel emotionally prepared and reduce anxiety about childbirth and motherhood,Emotional,"The user chooses to avoid reading parenting books and instead focus on savoring the moment with their baby, indicating a desire for emotional peace and presence.","Belonging, emotional security, and enjoyment of motherhood",Major,transcript (ID: 3692351815694376736),"[""I'm not reading any parenting books because I spend my right a lot"", 'trying to pray or take time with my baby before and enjoying it']","['motherhood', 'emotional wellbeing', 'presence', 'relaxation']"
true,To feel physically comfortable and avoid discomfort during pregnancy,Emotional,"The user emphasizes the importance of responding to physical discomforts, such as responding to pelvic floor health and avoiding unnecessary stress, driven by a desire for comfort.","Relief from pain, control over physical comfort",Strong,transcript (ID: 3692351815694376736),"['responding so much more to that because last time I felt so uncomfortable', 'getting 10,000 steps every day to help with pain and pressure']","['comfort', 'pain relief', 'physical health', 'pregnancy']"
true,To enhance appearance and self-confidence during pregnancy,Emotional,"The user engages with skincare and beauty products, such as pore skincare and makeup, indicating a desire to feel attractive and confident.","Self-esteem, belonging, self-perception",Moderate,post (ID: 3692645271170380753),"['skin feels firmer, looks clearer, and glows naturally', 'pore-perfection, glow, skincare routine']","['beauty', 'confidence', 'skincare', 'self-esteem']"
true,To participate in community and be part of exclusive testing and brand engagement,Social,"The user expresses enthusiasm for testing new products and joining ambassador clubs, driven by a desire for recognition and belonging within a community.","Belonging, recognition, social connection",Moderate,post (ID: 3692645271170380753),"['testing products in advance', 'joining the Club Ambassadeurs']","['community', 'testing', 'brand engagement']"
true,To feel prepared and confident in motherhood by simplifying and focusing on essentials,Functional,"The user chooses to avoid over-preparing and instead focus on savoring the present and enjoying simple pleasures, driven by a desire for mental clarity and confidence.","Control, simplicity, mental ease",Major,transcript (ID: 3692351815694376736),"['not doing too much prep and plan', 'enjoying and savoring this moment']","['simplicity', 'confidence', 'mental clarity']"
true,To maintain physical activity and health during pregnancy,Functional,"The user emphasizes walking 10,000 steps daily and continuing exercise, motivated by the desire to support physical health and reduce discomfort.","Efficiency, health, control",Strong,transcript (ID: 3692351815694376736),"['getting 10,000 steps every day', 'working out all through my last pregnancy']","['exercise', 'health', 'physical activity']"
true,To ensure product safety and avoid health risks associated with contaminated ingredients,Functional,"The user discusses the importance of standardized testing for talc and asbestos, driven by health concerns and the desire for safer products.","Safety, health, transparency",Critical,post (ID: 3692524150342632100),"['no standardized testing requirements for talc products', 'proposed FDA testing requirements']","['safety', 'health', 'regulation', 'transparency']"
true,To support and trust brands that prioritize health and safety,Social,"The user advocates for regulatory action and expresses distrust toward unregulated products, driven by a desire for trustworthy brands and social responsibility.","Trust, security, social responsibility",Major,post (ID: 3692524150342632100),"['FDA proposing mandatory testing', 'no standardized testing and health risks']","['trust', 'regulation', 'safety', 'social responsibility']"
true,To feel confident and polished in appearance.,Emotional,"The user emphasizes the importance of grooming and using quality products to look and feel good, which boosts self-esteem and confidence.",Self-confidence and self-expression.,Critical driver for personal presentation.,Document with post about eyebrow grooming and beauty products,"['when you do this to your brows, this just makes it look more polished.', ""Not even if you go get your eyebrows arch, it's still one of my kids.""]","['confidence', 'polished', 'beauty', 'self-esteem', 'grooming']"
true,To protect my health and reduce cancer risk by avoiding toxic chemicals.,Emotional,"The user highlights concerns about harmful ingredients like aluminum and parabens in deodorants, motivated by a desire to prevent health issues such as cancer.",Health security and safety.,Highly important; a primary concern for health-conscious users.,Post about non-toxic deodorants and cancer prevention,"['Deodorant is one of the most overlooked products when it comes to cancer prevention.', 'Most conventional deodorants contain aluminum – linked to hormone disruption.']","['health', 'safety', 'toxins', 'cancer prevention', 'non-toxic']"
true,"To achieve radiant, healthy skin effortlessly.",Emotional,"Multiple posts focus on skincare routines, glowing skin, and natural beauty, driven by a desire for a luminous, healthy complexion without stress.","Well-being, beauty, and self-care.",Major motivator for skincare enthusiasts.,"Posts about skincare routines, glow, and beauty products","['Your everyday glow, simplified.', 'pielea mea e mai catifelată, mai netedă și mai luminoasă.']","['glow', 'health', 'beauty', 'self-care', 'radiance']"
true,To enjoy sensory pleasure while caring for my body.,Emotional,"Descriptions of products like sorbet-inspired routines and luxurious textures indicate a desire for pleasurable, indulgent self-care experiences.",Enjoyment and sensory satisfaction.,Significant for enhancing routine engagement.,Posts about summer beauty routines and sensory products,"['Une routine beauté qui sent bon les vacances et les gourmandises d’été…', 'Une texture doudou, une odeur ensoleillée, et une peau toute réconfortée.']","['pleasure', 'sensory', 'indulgence', 'self-care', 'enjoyment']"
true,To streamline my daily routine and save time.,Functional,"Products like tinted drops and multitaskers are chosen to simplify skincare and makeup, making daily routines more efficient.",Convenience and efficiency.,Important for busy lifestyles.,Posts about multitasking products and skincare routines,"['My Day Screen® Light/Medium Tinted Drops deliver sheer, skin-enhancing coverage while shielding against UVA, UVB, and blue light.', 'These drops double as a moisturizer and base, perfect for streamlining your daily routine.']","['convenience', 'efficiency', 'time-saving', 'multitask', 'simplicity']"
true,To feel connected and engaged through sharing beauty experiences.,Social,"User comments and shared experiences reflect a desire for community, recognition, and social validation through beauty and skincare discussions.",Belonging and social interaction.,Moderate; supports social identity.,Comments and community-focused posts,"['thank u | @bamster_rny hey | 😮 | 🔥🔥🔥🔥🔥🔥', 'Je vous partage bientôt mes ressentis après test...']","['community', 'recognition', 'connection', 'social', 'validation']"
true,To improve my overall well-being and inner balance.,Emotional,"Posts emphasizing inner health, wellness rituals, and the reflection of inner well-being in outer appearance highlight a motivation for holistic health.","Balance, inner peace, self-care.",Core motivation for holistic health enthusiasts.,"Posts about hair and scalp health, wellness","['Haare, vor allem schöne und gesunde Haare und ein schönes reines Hautbild stehen nicht nur für äußere Schönheit, sondern sie spiegeln viel mehr wieder, nämlich unser inneres Wohlbefinden.']","['well-being', 'balance', 'inner health', 'self-care', 'holistic']"
true,To stay fresh and odor-free throughout the day,Functional,"Users seek products that provide long-lasting protection against sweat and bacteria to maintain personal freshness, especially in daily or active situations.","Hygiene, cleanliness, and confidence in social or professional settings",Critical for personal comfort and social acceptance,"de coco, au bicarbonate de soude et à la fécule de maïs, ...","['le déodorant solide ukiyo offre une protection longue durée contre la transpiration', 'elimine les bactéries responsables du développement des odeurs', 'un allié indispensable au quotidien']","['protection longue durée', 'odeurs', 'transpiration', 'bactéries', 'quotidien']"
true,To use natural and safe deodorant products during pregnancy,Functional,"Expectant users prefer natural deodorants that are safe for both themselves and their babies, avoiding chemicals like aluminum and alcohol.","Safety, health, and well-being of mother and child",Very important for pregnant users,https://scontent-iad3-1.cdninstagram.com/o1/v/t2/f2/m367/AQOsXILcGlsVN1ESlyYYaRWUz29T3stkK8E-eTr0zeQWQFhDvH5kyFyI3OisWoBdrGVCIRRDulxtB-T8uPnukbwnvQdonUGvqh1UuJA.mp4,"['bahan yang alami dan aman untuk bumil&busui', 'karna bahan yang alami dan aman untuk bumil&busui', 'wangi seharian dan keti juga ga hitam']","['alami', 'aman', 'pregnancy', 'keamanan', 'natural']"
true,To feel confident and fresh during school or daily activities,Emotional,"Users desire a feeling of freshness and confidence, especially in social or educational environments, by using gentle, effective deodorants that align with their values.","Confidence, self-esteem, and social acceptance",High importance,Stay fresh between classes naturally! 🌿... #BackToSchoolFresh,"['Stay fresh between classes naturally!', 'confidence smells like citrus', 'gentle, effective, and aluminum-free']","['confidence', 'freshness', 'school', 'self-esteem', 'natural']"
true,"To avoid body odor and sweat after consuming certain foods like garlic, onions, or spicy peppers",Functional,"Users seek solutions to manage or reduce body odor caused by specific foods, aiming for social comfort and personal hygiene.","Relief from embarrassment, social acceptance, and control over body odor",Important for social interactions,naturaldeodorant ... Pengen cobain juga 😍 | Salfok sama kuku cantikkkkny🙌 ...,"['Pengen cobain juga 😍', 'Salfok sama kuku cantikkkkny🙌', 'Wah wajib punya | Akhirnya ada deodorant yg aman😍']","['odor control', 'food influence', 'social comfort', 'odor management']"
true,To address skin sensitivity and prevent darkening or irritation caused by deodorants,Functional,"Users with sensitive skin or concerns about skin darkening prefer natural, alcohol-free deodorants that do not cause discoloration or irritation.","Skin safety, comfort, and health",Highly important for sensitive users,https://scontent-iad3-2.cdninstagram.com/o1/v/t2/f2/m367/AQOgqVXYwT3R-49RIRoM8u2pax3bYFwrKCzZHomjlFbImOl2IRZiYOqnBC5DWkzcn-qpreKOmaRRnuRyEjwQ0-z3RY0VkLwTl-EDGgg.mp4,"['karna bahan yang alami dan aman untuk bumil&busui', 'wangi seharian dan keti juga ga hitam', 'bahan yang alami dan aman untuk bumil&busui']","['sensitiv', 'alcohol-free', 'darkening', 'skin safety']"
true,To create and customize their own natural deodorant at home,Functional,"Users are motivated to make their own deodorant using natural ingredients to ensure safety, control ingredients, and achieve a personalized scent.","Control, safety, customization, and natural ingredients","Moderately strong, especially for DIY enthusiasts",https://scontent-iad3-1.cdninstagram.com/o1/v/t2/f2/m367/AQMvbyUE96K-KodzN-_RsKT4XXTRLM5XjpnxslyAvMs50-kTiAqs1JLKCEdEShbgqrpL6cFBDxLHcRRb6SPf-H-NfntlrlgexXuQRCg.mp4,"['Kendi doğal deodorantını yapabildiğini bilmediğine yanarsın yanarım yanarız', 'Gerekirse siz hindistan cevizi yağı,argan yağı, jojoba yağı, shea yağı, avokado yağı ve badem yağı gibi sabit yağlarla seyreltebilirsiniz', 'Evde Doğal Deodorant Yapımı (Basit Tarif)']","['DIY', 'doğal', 'kendi yap', 'kontrol', 'personalization']"
true,"To use natural deodorants that are safe, effective, and gentle for sensitive or pregnant skin",Functional,"Users look for natural deodorants that provide protection without harmful chemicals, suitable for sensitive or pregnant skin, ensuring safety and comfort.","Safety, health, and gentleness",Very important,https://scontent-iad3-2.cdninstagram.com/o1/v/t2/f2/m367/AQMLyQYpraDMW15QEdUYW_FwCAr4AOVkiSzmGCMGJQzG9OONdCBE6qXjpfFquJL8n3yNLaqerz4rZC00s_4xhVAwsQWajAbdEjq0dAQ,"['karna bahan yang alami dan aman untuk bumil&busui', 'bahan yang alami dan aman untuk bumil&busui', 'wangi seharian dan keti juga ga hitam']","['safe', 'natural', 'gentle', 'pregnant', 'sensitive']"
true,To feel confident and youthful by achieving radiant skin.,Emotional,"The user is driven by a desire to enhance their appearance and feel more confident through skin radiance and youthfulness, inspired by skincare products that promise a glowing, healthy look.","Self-esteem, confidence, personal attractiveness",Critical driver,Post 3681079736989316389,"['Glow like diamonds. Defy age. Shine with confidence.', 'Radiant, youthful glow', 'Confidence in a jar']","['glow', 'youthful', 'confidence', 'radiance', 'skincare']"
true,To protect my skin from sun damage and achieve a healthy summer glow.,Functional,"The user seeks effective sun protection combined with skincare benefits to maintain healthy, glowing skin during summer activities.","Skin health, protection from environmental damage",Important for daily routine,Post 3682539319843806984,"['Perché scegliere tra skincare e make-up base quando puoi avere entrambe con un solo gesto?', 'protezione altissima, senza effetto fantasma', 'La mia pelle merita solo il meglio']","['SPF', 'protection', 'glow', 'summer', 'skincare']"
true,"To achieve and maintain healthy, strong nails without damage from gels or overlays.",Functional,"The user wants to improve nail health with minimal damage, opting for products that strengthen and repair nails naturally and safely.","Nail health, safety, damage prevention",Major motivator,Post 3690376409138706245,"['No soak-off. No tools. No damage.', 'strengthening nail veil', 'repairs visible damage from gels and acrylics']","['nails', 'strength', 'repair', 'healthy', 'vegan']"
true,To avoid harmful chemicals in hair products and maintain overall wellness.,Functional,"The user is motivated by concerns over chemical exposure from shampoos and styling products, seeking safer, cleaner alternatives for health and well-being.","Health, safety, chemical-free living",Critical,Post 3667362725933583052,"['Many common shampoos and styling products contain ingredients linked to hormonal issues', 'Your scalp has the highest absorption rate on your body', 'Start paying attention to the labels']","['cleanbeauty', 'chemical-free', 'haircare', 'wellness', 'safety']"
true,To be part of a community that shapes and co-creates skincare solutions for women over 40.,Social,"The user desires connection and influence in the development of products tailored for their age group, valuing community input and shared experiences.","Belonging, influence, empowerment",Significant,Post 3686852863160192959,"['We’re making it with women.', 'We’re listening. We’re building it together.', 'Join our private Facebook group']","['community', 'women over 40', 'co-creation', 'empowerment', 'skincare']"
true,To restore and repair damaged hair quickly and effectively after styling mishaps.,Functional,"The user seeks fast, visible results in repairing hair damage, emphasizing convenience and efficacy in hair care routines.","Hair health, quick results, damage repair",High,Post 3691671937805779336,"['INSTANTLY feel the results', 'reverse up to 3 years of damage', 'repair visible damage from gels and acrylics']","['hair repair', 'damage', 'quick', 'healthy hair', 'treatment']"
true,To use natural and chemical-free products that are safe for my body and the environment,Functional,"The user is motivated by a desire to avoid harmful chemicals and to choose products made from natural ingredients, reflecting concerns about health and environmental impact.","Safety, health, environmental sustainability",Critical and strong driver,Natural Deodorant Stick and DIY Recipes,"['Because what goes ON your skin, goes IN your body…', 'Make your own natural deodorant with clean ingredients only', 'Toxin-free – your body deserves better!']","['natural', 'chemical-free', 'safe', 'environmentally friendly', 'DIY']"
true,"To reduce plastic waste by choosing reusable, refillable, and compostable deodorant products",Emotional,"The user is driven by a desire to minimize environmental impact, particularly plastic waste, and to align with sustainable living practices.","Environmental responsibility, sustainability",Important and strongly motivating,Wild Refill Post & Refillable Roll-On Announcement,"['I have been wanting to reduce my plastic waste this year', 'It uses zero plastic waste', 'I have noticed how soft and silky it leaves my underarm skin. I am totally converted, especially knowing how many plastic bottles I am going to save']","['plastic waste', 'refillable', 'sustainable', 'eco-friendly', 'reusable']"
true,"To feel good about my personal care choices by using effective, natural, and toxin-free deodorants",Emotional,The user seeks reassurance and satisfaction from using products that are both effective and align with their health and ethical values.,"Trust, confidence, health",Major driver,Wild Refill and Effectiveness Claims,"['It’s gentle, effective, and toxin-free', 'They’re committed to no single-use plastics', 'Long-lasting refills']","['effective', 'toxin-free', 'trust', 'confidence', 'natural']"
true,"To enjoy a pleasant, appealing scent that enhances my mood and makes my personal care routine enjoyable",Emotional,The user is motivated by the desire for a delightful scent experience that adds pleasure and a sense of well-being to their daily routine.,"Enjoyment, mood enhancement, sensory pleasure",Moderately strong,Product Scents & Descriptions,"['The vanilla bean and buttercream aroma is just heavenly', 'Omg I love the scent! It sounds amazing', 'The scent sounds so good']","['scent', 'pleasure', 'aroma', 'well-being', 'enjoyment']"
true,To express my personal style and mood through fun and cute packaging and scents,Social,"The user is driven by a desire for products that are visually appealing and expressive, allowing them to showcase their personality and seasonal themes.","Self-expression, belonging, aesthetic appeal",Moderate,Halloween Ghost Case & Packaging Comments,"['Omg this is so cute! 😍', 'The ghost case is the cutest I’ve seen!', 'Love the spooky vibes😍has so cute case']","['cute', 'style', 'expression', 'fun', 'aesthetic']"
true,To feel connected to a community or brand that aligns with my values of sustainability and ethical living,Social,"The user wants to belong to a community or support brands that prioritize sustainability, cruelty-free practices, and ethical choices, reinforcing their identity.","Belonging, moral alignment, community",Important,Wild Refill Brand & Sustainability Messaging,"['I love @wildrefill being sustainable', 'They supply an all natural deodorant that comes in a handy reusable aluminium case', 'Refills are completely compostable']","['sustainability', 'ethical', 'community', 'brand loyalty', 'values']"
true,"To discover and enjoy new, high-quality fragrances that evoke emotions and memories",Emotional,"The user is motivated by the emotional and sensory experience of fragrances, seeking connection, nostalgia, or intrigue through scent.","Emotion, memory, sensory pleasure",Moderate to strong,Perfume Descriptions and Fragrance Collection,"['It started with an idea born in California, based on memories being made with people we love', 'The opening of Egyptian Jasmine, Saffron, and Almond captivates with an allure', 'Gorgeous 🤍']","['fragrance', 'emotion', 'memory', 'scent', 'luxury']"
true,"To support and purchase from brands that promote transparency, quality, and sustainability",Core Task,"The user seeks to make informed, ethical purchasing decisions aligned with their values of quality and sustainability.","Integrity, transparency, responsible consumption",Important and guiding,Promotional Post on Sustainable & Ethical Products,"['Access up to 30% off a handpicked collection of Clean + Conscious Awards 2025 Finalists', 'Carefully chosen for its quality, integrity and conscious values', 'Support local and sustainable brands']","['ethical', 'sustainable', 'quality', 'transparency', 'responsibility']"
true,To protect my skin from environmental damage,Functional,"The user is driven by the need to shield their skin from harmful elements like UV rays and pollution, ensuring skin health and safety.",Protection and health,Critical,3691958853835249637,"[""You can choose a good, high quality hair product that nourish your hair instead of making more travel. It's really by looking at the ingredients."", ""Most people just say, well, I'm going to go with the price tag, or was someone else that. Well, actually, there's a simple way. You can choose a good, high quality hair product that nourish your hair instead of making more travel."", 'Choosing clean ingredients and avoiding preservatives is important for scalp and hair health.']","['skincare', 'protection', 'UV', 'sunscreen', 'health']"
true,To achieve a radiant and glowing appearance,Emotional,"The user desires to enhance their natural beauty and luminance, seeking confidence and a sense of attractiveness through their appearance.",Self-esteem and confidence,Strong,3681101711193701030,"['Soak in every golden ray this summer with our sun-kissed essentials!', 'Our Solace Bronzer delivers the perfect bronzy warmth that melts into your skin like sunshine.', 'Shop your faves now and let your beauty shine through all season long.']","['glow', 'bronzer', 'radiance', 'summer', 'beauty']"
true,To alleviate skin irritation and dryness in my children,Functional,"The user seeks effective, gentle skincare solutions to soothe and hydrate their children's sensitive skin, addressing discomfort and skin issues.",Comfort and health of loved ones,Critical,3692558828569907589,"['Use Hydrinity Hyacyin Active to calm irritation and the Restorative Serum to lock in deep hydration.', 'Both are gentle, medical-grade, and safe for kids.', 'If your little one struggles with dry, itchy, or irritated skin, this duo is a must.']","['eczema', 'hydration', 'sensitive skin', 'kids', 'soothing']"
true,To maintain my hair health by using safe and effective products,Functional,"The user is motivated by the desire to select haircare products with safe ingredients that promote hair growth and prevent damage, avoiding harmful chemicals.",Healthy hair and safety,Strong,3681101711193701030,"['Choose clean. Use wisely. Love your hair from root to tip.', 'Products with many additives and preservatives might do more harm than good.', 'Conditioner should go on your hair, not your scalp.']","['haircare', 'ingredients', 'clean beauty', 'hair health', 'preservatives']"
true,To avoid the harmful effects of excessive SPF in makeup and ensure proper sun protection,Functional,"The user is concerned about the impracticality and ineffectiveness of incorporating large amounts of SPF in makeup, preferring to apply SPF separately for adequate protection.",Effective sun protection and convenience,High,3691958853835249637,"['You would need an enormous amount of SPF in makeup, which is impractical.', ""It's better to apply SPF before makeup and reapply during the day."", 'Claims of SPF in makeup often exaggerate or mislead about protection levels.']","['SPF', 'sun protection', 'makeup', 'skincare routine', 'protection']"
true,"To achieve healthier, more radiant skin",Functional,"Users are motivated by the desire to improve their skin's appearance and health, seeking products that repair, hydrate, and fight aging or irritation.","Skin health, beauty, and confidence",Critical driver,loé Arborescens plant description and product details,"['Concentrée en vitamines, minéraux, acides aminés et enzymes pour régénérer et réparer la peau', 'Anti-inflammatoire & cicatrisante, elle apaise rougeurs, irritations et accélère la guérison', 'Ultra-hydratante, elle améliore la capacité de la peau à retenir l’eau']","['skin repair', 'hydration', 'anti-aging', 'skin health', 'beauty']"
true,To feel confident and beautiful,Emotional,"Users are driven by the desire to look good and feel confident in their appearance, especially through makeup and skincare routines that enhance their self-image.","Self-esteem, confidence, self-expression",Major motivation,Therese Holland's makeup tutorial,"['Hello, so we did a little beautiful makeup look right here.', 'I was feeling myself right here.', 'This was my outfit for the tennis match.']","['confidence', 'beauty', 'self-expression', 'makeup', 'self-esteem']"
true,To enjoy moments of relaxation and self-care,Emotional,"Users seek comfort and stress relief through self-care routines like baths, face masks, and relaxing beauty rituals that promote mental well-being.","Relaxation, stress relief, self-love",Strong driver,Black Chicken Remedies bath oil promotion,"['Turn every soak into a self-care ritual with our Restore My Body Nourishing Bath Oil', 'Your skin (and soul) will thank you', 'Add some calm to your cart']","['self-care', 'relaxation', 'wellness', 'stress relief', 'self-love']"
true,To feel attractive and confident during special occasions,Social,"Users want to look their best for events like weddings or parties, using products that provide a flawless, natural, or long-lasting glow.","Social acceptance, admiration, self-presentation",Important for special moments,SJOLIE CLEAR bronzer-free tanning solution,"['Perfect for weddings, special events', 'Goes on invisible, so there’s no transfer to dresses or sheets', 'Glow lasts up to 10 days']","['special occasions', 'appearance', 'confidence', 'long-lasting glow', 'beauty']"
true,To find products suitable for sensitive or allergy-prone skin,Functional,"Users are motivated by the need for safe, non-irritating products that do not trigger allergies or sensitivities, especially in fragrances and skincare.","Safety, health, comfort",Major consideration,Mrcologne76's post about clean fragrance for allergy sufferers,"['Clean fragrance exists. You don’t have to suffer or settle.', 'Drop your favorite non-irritating scent brands', 'Many companies are now making fragrances without common allergens']","['sensitive skin', 'allergy-friendly', 'safe ingredients', 'hypoallergenic', 'clean beauty']"
true,"To maintain a natural, effortless appearance",Functional,"Users seek simple, effective beauty routines that enhance their natural look without heavy makeup or damaging tools.","Authenticity, simplicity, ease of use",Moderate to strong,Therese Holland's makeup tutorial,"['Minimal makeup here, guys.', 'Natural kind of flawless finish.', 'Using minimal products for a natural look.']","['natural beauty', 'simplicity', 'effortless', 'minimalism', 'authenticity']"
true,To achieve self-care and skin improvement through targeted treatments,Functional,"Users are motivated by effective skincare solutions that deliver visible results, such as improved skin texture, hydration, and reduced signs of aging.","Effective skincare, visible results, confidence",Critical driver,NoonChi skincare ritual post,"['Results are visible after 7 days.', 'Skin is hydrated, luminous, more radiant.', 'A treatment that works and makes you feel good.']","['skincare results', 'hydration', 'anti-aging', 'radiance', 'confidence']"
true,To protect my skin from daily environmental aggressions.,Functional,"Users seek effective protection against external factors like blue light and infrared that can damage skin and hair, driven by a need for health and resilience.",Security and health protection,Critical,Post about Multi-Moody Hair Care,"['il agit comme un bouclier progressif contre les agressions du quotidien', 'Plus vous l’appliquez, plus la fibre capillaire se renforce', 'Une chevelure éclatante, plus résistante, au toucher soyeux']","['protection', 'blue light', 'infrared', 'hair health']"
true,I want to feel confident and radiant when outdoors.,Emotional,"The user desires a sense of confidence and attractiveness from their skincare, especially when exposed to outdoor elements, driven by self-esteem and appearance concerns.",Self-confidence and beauty,Important,My Day Screen Tinted Body Screen Mini,"['delivers SPF 30 protection', 'keeps your skin glowing and protected', 'easy to apply even on the go']","['glow', 'SPF protection', 'confidence', 'outdoor skincare']"
true,To enjoy quick and effective sun protection while maintaining a radiant look.,Functional,"The user aims to combine convenience with effective skincare, seeking a product that offers both protection and a beautifying effect during busy days.",Convenience and efficacy,Major,Post about My Day Screen Tinted Body Screen Mini,"['delivers SPF 30', 'packed with antioxidants', 'easy to apply even on the go']","['SPF', 'hydration', 'antioxidants', 'convenience']"
